Listagem dos Filmes Brasileiros Lançados Comercialmente em Salas de Exibição 1995 a 2018;;;;;;;;;;;;
;;;;;;;;;;;;
Ano de Lançamento;Certificado de Produto Brasileiro (CPB);Título;Direção;Gênero;Empresa Produtora Brasileira Majoritária;UF;Empresa Produtora Minoritária Brasileira;UF;Distribuidora;Máximo de Salas;Renda (R$);Público 
2012;B1101504000000;Circular;Adriano Esturilho/Aly Muritiba/Bruno de Oliveira/Diego Florentino/Fábio Allon;Ficção;Grafo Audiovisual/Processo Multiartes;PR; -; -;Grafo Audiovisual;4;17365.10;2068
2012;B1201641300000;Clementina de Jesus - Rainha Quelé;Werinton Kermes;Documentário;Werinton Kermes;SP; -; -;Werinton Kermes Telles Marsal;ND;ND;ND
2012;B1201663500000;Cocoricó conta clássicos;Fernando Gomes;Ficção;TV Cultura;SP; -; -;Mobz;13;34233.47;2770
2012;B1201564400000;Constantino;Otavio Cury;Documentário;In Brasil Cultural/Outros Filmes;SP; -; -;Outros Filmes Produções;1;2933.50;472
2012;B1201613900000;Construção;Carolina Sá;Documentário;Doralice Filmes/Samba Filmes;RJ; -; -;Espaço Filmes ;6;10547.19;909
2012;B1201676700000;Contos Gauchescos;Henrique de Freitas Lima;Ficção;Cinematográfica Pampeana;RS; -; -;Empresa Cinematográfica Pampeana;6;8524.81;970
2012;B1101524900000;Coração do samba;Theresa Jessouroun;Documentário;Kinofilmes;RJ;EBC TV Brasil/TV Zero;DF/RJ;Kinofilmes Produções;1;3233.00;291
2012;B1101420100000;Corações Sujos;Vicente Amorim;Ficção;Mixer Films;SP;Globo Filmes/Lereby;RJ/RJ;Downtown;35;452177.72;42297
2012;B1201630700000;Curitiba Zero Grau;Eloi Pires Ferreira;Ficção;Camarada Filmes/Tigre Produções Cinematográficas;PR;Camarada Filmes;PR;Tigre Produções Cinematográficas;8;47125.51;19674
2012;B1201676800000;De pernas pro ar 2;Roberto Santucci;Ficção;Morena Filmes;RJ;Globo Filmes/Marcelo Saback/Paulo Cursino;RJ;Downtown/Paris/RioFilme;718;50312134.36;4846273
2012;B1201541400000;Dia de Preto;Daniel Mattos/Marcial Renato/Marcos Felipe;Ficção;Maxie Demian;RJ;Cinerama Brasilis;RJ;Maxie Demian;6;2015.00;283
2012;B1201686700000;Dino Cazzola – Uma filmografia de Brasília;Andrea Prates/Cleisson Vidal;Documentário;Terra Firme Produtora;SP; -; -;Terra Firme;3;5776.00;548
2012;B1201652600000;Disparos;Juliana Reis;Ficção;Escrevendo & Filmes;RJ;Diversid´Arte Produções;RJ;H2O Films;16;49491.55;5255
2012;B1101535300000;Dois coelhos;Afonso Poyart;Ficção;Black Maria;SP; -; -;Imagem;236;3315434.89;336460
2012;B1201586400000;E a Vida Continua;Paulo Figueiredo;Ficção;Verouvir Produções/Versátil Digital Filmes;SP;Versátil Digital Filmes;SP;Paris;139;3880872.74;370842
2012;B1201586000000;E Aí, Comeu?;Felipe Joffily;Ficção;Casé Filmes;RJ; -; -;Downtown/Paris/RioFilme;514;26078324.43;2578599
2012;B1201642000000;Era uma vez eu, Verônica;Marcelo Gomes;Ficção;Rec Produtores Associados;PE;Dezenove Som e Imagens;SP;Imovision;13;212485.09;20956
2012;B1201682400000;Espia Só;Saturnino Rocha;Documentário;Guarujá Produções;RS; -; -;Ciclorama;4;1692.00;322
2012;B1101528200000;Eu Receberia as Piores Notícias dos seus Lindos Lábios;Beto Brant/Renato Ciasca;Ficção;Drama Filmes;SP; -; -;Sony/RioFilme;32;538578.75;47366
2012;B1201564700000;Expedicionários;Otavio Cury;Documentário;In Brasil Cultural/Outros Filmes;SP; -; -;Outros Filmes Produções;2;546.50;104
2012;B1201573200000;Febre do Rato;Claudio Assis;Ficção;Belavista Cinema e Produção/Polo de Imagem;RJ/SP;Perdidas Ilusões/República Pureza Filmes;PE/RJ;Imovision;10;247282.58;29073
2012;B1201646900000;Futuro do pretérito: Tropicalismo now!;Francisco Cesar Filho/Ninho Moraes;Documentário;Anhangabau Produções;SP;Ana de Oliveira; -;Vitrine Filmes;3;7064.11;730
2012;B1201558400000;Girimunho;Clarissa Campolina/Helvécio Marins Jr.;Ficção;Anavilhana;MG;Dezenove Som e Imagens;SP;Vitrine Filmes;10;34818.90;5163
2012;B1201647100000;Gonzaga - De Pai para Filho;Breno Silveira;Ficção;Conspiração Filmes/D+Filmes;RJ;Globo Filmes/Guel Produtora;RJ/RJ;Downtown/Paris/RioFilme;407;14654783.80;1460494
2012;B1201553500000;Heleno;José Henrique Fonseca;Ficção;RT Features/Zola Filmes;SP/RJ; -; -;Downtown/RioFilme;64;1009429.37;91798
2012;B1101414400000;Histórias Que Só Existem Quando Lembradas;Julia Murat;Ficção;Taiga Filmes e Vídeo;RJ; -; -;Vitrine Filmes;6;81755.73;8824
2012;B0700792400000;Hotxuá;Gringo Cardia/Leticia Sabatella;Documentário;Pedra Corrida Produções;RJ; -; -;Caliban;4;40278.50;4493
2012;B1201543900000;Ibitipoca, droba pra lá;Felipe Scaldini;Documentário;Ferro Velho Filmes;MG; -; -;Lume;1;5318.76;816
2012;B1201674600000;Infância Clandestina;Benjamin Ávila;Ficção;Academia de Filmes;SP; -; -;Imovision;17;379217.12;32908
2012;B1201650700000;Luto em Luta;Pedro Serrano;Documentário;Like Filmes;SP; -; -;Like Filmes;ND;ND;ND
2012;B1001290000000;Luz nas Trevas - A Volta do Bandido da Luz Vermelha;Ícaro Martins/Helena Ignez;Ficção;Mercúrio Produções;SP;Canal Brasil;RJ;Mercúrio produções;10;42378.90;9489
2012;B1101473200000;Mãe e Filha;Petrus Cariry;Ficção;Iluminura Filmes;CE; -; -;Lume;3;4277.55;670
2012;B1201673600000;Marcelo Yuka no Caminho das Setas;Daniela Broitman;Documentário;Videoforum Filmes;SP; -; -;Tucumán;9;14303.68;2546
2012;B1201622800000;Marighella;Isa Grinspum Ferraz;Documentário;Texto & Imagem;SP;TC Filmes/Carlos Augusto Marighella;SP;Downtown;12;52679.30;5439
2012;B1201616800000;Menos Que Nada;Carlos Gerbase;Ficção;Prana Filmes;RS; -; -;Prana Filmes;9;11253.90;1640
2012;B1201663700000;Muito além do Peso;Estela Renner;Documentário;Maria Farinha Filmes;SP; -; -;Ideias Maria Farinha;10;29153.99;2744
2012;B1201589400000;Mulher à Tarde;Affonso Uchôa;Ficção;Affonso Uchôa;MG;88 Produções;MG;Affonso Uchôa;3;1488.50;321
2012;B1201571900000;Na Estrada - On The Road;Walter Salles;Ficção;Videofilmes;RJ; -; -;Playarte;118;3310019.59;289507
2012;B1101457200000;O contestado – Restos mortais;Sylvio Back;Documentário;Usina de Kyno;PR; -; -;Espaço Filmes ;6;30907.22;2647
2012;B1201628500000;O diário de Tati;Mauro Farias;Ficção;Bang Filmes;RJ;Globo Filmes/Vinny Filmes;RJ/SP;Vinny filmes ;102;1788157.70;206991
2012;B1101527800000;O Homem que não Dormia;Edgard Navarro;Ficção;Truque;BA; -; -;Pandora;6;30791.34;4047
2012;B1101512800000;O Liberdade;Cintia Langie/Rafael Andreazza;Documentário;Moviola Filmes;RS; -; -;Moviola Filmes;1;3009.00;527
2012;B1101377500000;O Manuscrito Perdido;José Barahona;Documentário;Refinaria Filmes;RJ; -; -;Refinaria Produções;2;1012.00;145
2012;B0700640600000;Onde a Coruja dorme;Marcia Derraik/Simplicio Neto;Documentário;TV Zero;RJ; -; -;RioFilme;8;34380.50;3649
2012;B1201681100000;Os Penetras;Andrucha Waddington;Ficção;Conspiração Filmes;RJ;Globo Filmes/Lereby/Teleimage;RJ/RJ/SP;Warner;330;25613581.00;2548441
2012;B1101509000000;Paraísos Artificiais;Marcos Prado;Ficção;Zazen Produções;RJ; -; -;Zazen;232;3963582.33;402852
2012;B1201554600000;Paralelo 10;Silvio Da-Rin;Documentário;Diálogo Comunicação;RJ; -; -;Gávea Filmes ;6;13480.21;2210
2012;B1201656300000;Peixonauta: Agente Secreto da O.S.T.R.A;Celia Serra/Kiko Mistrorigo;Animação;TV Pinguim;SP; -; -;Ab Filmes/Polifilmes;48;71933.36;7412
2012;B1201566400000;Ponto Org;Patrícia Moran;Ficção;Anderson Faria Produções Cinematográficas;MG;Dezenove Som e Imagens/Patrícia Moran;SP/MG;Usina Digital;ND;ND;ND
2012;B1201571700000;Quem se Importa?;Mara Mourão;Documentário;Mamo Filmes;SP; -; -;Imovision;5;92849.73;7811
2012;B1201567700000;Raul, o Início, o Fim e o Meio;Evaldo Mocarzel/Walter Carvalho;Documentário;A.F. Cinema/Elixir Entretenimento;SP; -; -;Paramount;36;1883285.00;170471
2012;B1201540200000;Reis e Ratos;Mauro Lima;Ficção;Uns Produções e Filmes;RJ;Globo Filmes/Guel Produtora;RJ/RJ;Warner;172;1239304.00;128396
2012;B1201571600000;Romance de Formação;Julia de Simone;Documentário;Matizar;RJ; -; -;Espaço Filmes ;5;15015.00;1387
2012;B1101495900000;Sagrado Segredo;André Luiz Oliveira;Documentário;André Luiz Oliveira/Asacine Produções;DF;Gaia Filmes;DF;Polifilmes/Asacine;5;4723.27;499
2012;B1201554700000;Santos, 100 Anos de Futebol Arte;Lina Chamie;Documentário;ESPN Brasil;SP;Canal Azul;SP;Canal Azul;2;7719.00;691
2012;B1201686200000;São Paulo Companhia de Dança;Evaldo Mocarzel;Documentário;Casa Azul Produções;SP;Raiz Produções;SP;Casa Azul;1;415.00;39
2012;B1201652400000;Soberano 2 – A heróica conquista do mundial de 2005;Carlos Nader/Mauricio Arruda;Documentário;G7 Cinema;SP; -; -;G7 Cinema;51;161692.46;13609
2012;B1101513200000;Sudoeste;Eduardo Nunes;Ficção;3 Tabela Filmes/Superfilmes/Tropical Storm Entertainment;RJ/SP/RJ; -; -;Vitrine Filmes;3;24476.50;2805
2012;B1201659300000;Testemunha 4;Marcelo Grabowsky;Documentário;Mirada Filmes;RJ;Marcelo Grabowsky; -;Mirada Filmes;1;1756.00;162
2012;B1201593600000;Totalmente inocentes;Rodrigo Bittencourt;Ficção;Atitude Produções/Migdal Filmes;RJ;Globo Filmes/RF Cine TV/Rodrigo Bittencourt;RJ/RJ;Downtown/Paris/RioFilme;153;5372762.07;523577
2012;B1201600900000;Tropicália;Marcelo Machado;Documentário;Bossa Nova Films;SP;Record Entretenimento/Rede Record de Televisão;SP/SP;Imagem;39;793467.49;70995
2012;B1001312000000;Um homem qualquer;Caio Vecchio;Ficção;Encruzilhada Filmes;SP; -; -;Pipa;9;8811.98;1093
2012;B1101467000000;Uma Longa Viagem;Lucia Murat;Documentário;Lucia Murat/Taiga Filmes e Vídeo;RJ;EBC TV Brasil;DF;Vitrine Filmes;8;63640.26;6769
2012;B1101513100000;Vale dos Esquecidos;Maria Raduan;Documentário;RT Features/Tucura Filmes;SP; -; -;Espaço Filmes ;3;5151.00;424
2012;B1201567200000;Violeta Foi Para o Céu;Andrés Wood;Ficção;Bossa Nova Films;SP; -; -;Imovision;11;362595.26;37243
2012;B1201667100000;Virando Bicho;Alexandre Carvalho/Silvia Fraiha;Documentário;Fraiha Produções;RJ; -; -;Fraiha Produções;24;10098.24;980
2012;B1101526700000;Vou Rifar meu Coração;Ana Rieper;Documentário;Amado Arte&Produção/Ana Rieper;RJ; -; -;Vitrine Filmes;18;92521.82;11081
2012;B1201547400000;Xingu;Cao Hamburger;Ficção;O2 Filmes;SP;Globo Filmes;RJ;Sony/Downtown;205;3898549.67;378087
2011;B1001247700000;180º;Eduardo Vaisman;Ficção;Limite Produções;RJ;Humaita Produções/Moviola Filmes;RJ/RJ;Pandora;8;20437.89;2182
2011;B1101416000000;4 X Timão - a Conquista do Tetra;Di Moretti;Documentário;Canal Azul;SP;Band;SP;Fox;1;1829.00;131
2011;B1101441600000;A Alegria;Felipe Bragança/Marina Meliande;Ficção;Duas Mariola Filmes;RJ;Arissas Multimídia;RJ;Espaço Filmes ;8;28519.15;3108
2011;B1101377300000;A Antropóloga;Zeca Pires;Ficção;Mundo Imaginário Produções Cinematográficas;SC; -; -;Imagem;3;63794.46;5584
2011;B1101379600000;A Casa de Sandro;Gustavo Beck;Documentário;Enquadramento Produções/Yes Filmes;SP/RJ; -; -;Enquadramento Produções;2;353.00;56
2011;B1101396800000;A Falta que Nos Move;Christiane Jatahy;Ficção;Tambellini Filmes;RJ;Axis Produções Artísticas;RJ;Espaço Filmes ;12;81849.00;7509
2011;B1001327400000;A Fuga da Mulher Gorila;Felipe Bragança;Ficção;Duas Mariola Filmes;RJ; -; -;Vitrine Filmes;5;1788.50;353
2011;B0800959200000;À Margem do Lixo;Evaldo Mocarzel;Documentário;Casa Azul Produções;SP; -; -;Raiz Filmes;5;1493.53;233
2011;B1101383500000;A Última Estrada da Praia;Fabiano de Souza;Ficção;Rainer Cine/RBS Participações;RS;Okna Produções;RS;Okna Produções;ND;ND;ND
2011;B1001308900000;Além da Estrada;Charly Braun;Ficção;Casablanca Content/Guinle Produções;SP; -; -;Vitrine Filmes;15;143806.29;16125
2011;B1101460800000;Amanhã Nunca Mais;Tadeu Jungle;Ficção;Academia de Filmes;SP; -; -;Fox;17;213440.76;20557
2011;B1101362100000;Amor?;João Jardim;Ficção;Copacabana Filmes e Produções/Fogo Azul Filmes;RJ;Globosat;RJ;Copacabana Filmes;14;173145.27;19079
2011;B1101520600000;As Canções;Eduardo Coutinho;Documentário;Videofilmes;RJ; -; -;Espaço Filmes ;10;229714.74;22437
2011;B1101385900000;As Doze Estrelas;Luiz Alberto Pereira;Ficção;Lapfilme;SP; -; -;Polifilmes/Lapfilme;27;32011.56;3469
2011;B1101377100000;As Mães de Chico Xavier;Glauber Filho/Halder Gomes;Ficção;ATC Entretenimentos/Estação Luz Filmes;CE; -; -;Paris;441;4598470.13;517330
2011;B1101449600000;Assalto ao Banco Central;Marcos Paulo;Ficção;Total Entertainment;RJ; -; -;Fox;325;18657595.20;1966736
2011;B1101371900000;Avenida Brasília Formosa;Gabriel Mascaro;Documentário;Gabriel Mascaro/Plano 9 Produções;PE;Abepec/Universidade Federal de Pernambuco;SP/PE;Vitrine Filmes;4;4160.50;955
2011;B1101483300000;Bahêa Minha Vida;Marcio Cavalcante;Documentário;Movimento Filmes;BA; -; -;Paris;15;597579.00;74857
2011;B1001191000000;Belair;Bruno Safadi/Noa Bressane;Documentário;TB Produções;RJ;Artesanato Digital Produções;RJ;Pipa;10;9357.70;1282
2011;B1001319200000;Bollywood Dream – o Sonho Bollywoodiano;Beatriz Seigner;Ficção;Miríade Filmes;SP; -; -;Espaço Filmes ;13;60561.00;6105
2011;B1101348300000;Brasil Animado;Mariana Caltabiano;Animação;Mariana Caltabiano Criações;SP;Globo Filmes/Teleimage;RJ/SP;Imagem;188;1014270.67;141733
2011;B1001298800000;Broder;Jeferson De;Ficção;Glaz Entretenimento;RJ;Globo Filmes/Lereby;RJ/RJ;Sony;35;372802.28;37468
2011;B1101347100000;Bruna Surfistinha;Marcus Baldini;Ficção;Damasco Filmes/TV Zero;SP/RJ; -; -;Imagem/RioFilme;347;20038362.43;2176999
2011;B1101496800000;Capitães da Areia;Cecília Amado;Ficção;Lagoa Cultural/Maga Filmes;RJ; -; -;Imagem;119;1488886.73;170607
2011;B1001293100000;Chantal Akerman, de Cá;Gustavo Beck/Leonardo Luiz Ferreira;Documentário;Enquadramento Produções;SP; -; -;Vitrine Filmes;6;1440.50;237
2011;B1101406900000;Cilada.com;José Alvarenga Jr.;Ficção;Casé Filmes;RJ;Globo Filmes;RJ;Downtown/Paris/RioFilme;389;28030183.67;2959460
2011;B0901102500000;Corpos Celestes;Fernando Severo/Marcos Jorge;Ficção;Zencrane Filmes;SP;Loc All Cinema e Televisão/Dalton Vigh;PR;Panda Filmes;8;17631.68;1980
2011;B1001292600000;Cortina de Fumaça;Rodrigo Mac Niven;Documentário;TVa2 Produções;RJ; -; -;TVA2 Produções;2;1745.05;251
2011;B0901050500000;Corumbiara;Vincent Carelli;Documentário;Vídeo nas Aldeias;PE; -; -;Panda Filmes;1;1476.00;280
2011;B0800963900000;Crítico;Kleber Mendonça Filho;Documentário;CinemaScópio;PE; -; -;Vitrine Filmes;4;2616.82;387
2011;B1001303400000;Dawson Isla 10;Miguel Littin;Ficção;VPC Cinemavídeo;BA; -; -;Imagem;11;31921.67;3545
2011;B1001305900000;De Pernas pro Ar;Roberto Santucci;Ficção;Morena Filmes;RJ; -; -;Downtown/Paris;346;31033778.76;3506552
2011;B1101515400000;Desaparecidos;David Schurman;Ficção;Schurmann Filmes;SP; -; -;Schürmann;21;101249.85;9821
2011;B1101459300000;Desassossego;Felipe Bragança;Ficção;Duas Mariola Filmes;RJ; -; -;Vitrine Filmes;5;1535.00;358
2011;B1001315900000;Desenrola;Rosane Svartman;Ficção;Raccord Produções;RJ;Globo Filmes;RJ;Downtown/RioFilme;138;2673784.14;331423
2011;B1101413800000;Diário de uma Busca;Flavia Castro;Documentário;Flavia Castro/Tambellini Filmes;RJ; -; -;Videofilmes;6;34061.00;3658
2011;B1001205900000;Domingos;Maria Ribeiro;Documentário;Forte Filmes/Prole de Adão Produção Artísticas;RJ;Prole de Adão Produção Artísticas;RJ;Gávea Filmes ;4;5221.50;735
2011;B1001192900000;Duas Mulheres;João Mário Grilo;Ficção;Taiga Filmes e Vídeo;RJ; -; -;Pipa;2;1725.00;232
2011;B1101442800000;E Aí Hendrix?;Pedro Paulo Carneiro/Roberto Lamounier;Documentário;TVC Produções/TVGD Produções;RJ; -; -;Polifilmes;1;1184.72;141
2011;B1001187800000;Elvis e Madona;Marcelo Laffitte;Ficção;Focus Films/Laffilmes;RJ;Mariana Bezerra Cavalcanti; -;Pipa;38;87287.23;11340
2011;B1101365800000;Embargo;António Ferreira;Ficção;Diler & Associados;RJ; -; -;Raiz Filmes;1;3242.05;344
2011;B1101415000000;Estamos Juntos;Toni Venturi;Ficção;Aurora Filmes/Olhar Imaginário;SP;Aurora Filmes;SP;Imagem;43;266545.55;33187
2011;B1001340200000;Estrada para Ythaca;Guto Parente/Luiz Pretti/Pedro Diógenes/Ricardo Pretti;Ficção;Alumbramento;CE;Guto Parente/Luiz Pretti/Pedro Diógenes/Ricardo Pretti; -;Vitrine Filmes;7;5402.50;841
2011;B1101389300000;Estrada Real da Cachaça;Pedro Urano;Documentário;Grupo Novo de Cinema e TV;RJ; -; -;Vitrine Filmes;6;6788.50;1083
2011;B0800959600000;Eu Eu Eu José Lewgoy;Cláudio Kahns;Documentário;Tatu Filmes;SP; -; -;Polifilmes;1;2168.50;236
2011;B1101422700000;Família Braz – Dois Tempos;Dorrit Harazim;Documentário;Conspiração Filmes;RJ;Videofilmes;RJ;Videofilmes;10;30090.50;2907
2011;B1101413400000;Família Vende Tudo;Alain Fresnot;Ficção;A.F. Cinema;SP; -; -;Playarte;154;1009124.29;112116
2011;B1001284500000;Filhos de João, Admirável Mundo Novo Baiano;Henrique Dantas;Documentário;Hamaca Filmes;BA;DocDoma Filmes;BA;Pipa;22;155523.08;20559
2011;B1001190900000;Inversão;Edu Felistoque;Ficção;Olympus Filme;SP; -; -;Califórnia;3;885.00;136
2011;B1101457300000;Jardim das Folhas Sagradas;Pola Ribeiro;Ficção;Studio Brasil Cinema e Televisão;BA; -; -;Polifilmes;16;129699.44;16831
2011;B1001317800000;Leite e Ferro;Claudia Priscilla;Documentário;Paleo TV/Válvula Produções;SP; -; -;Polifilmes;3;3359.00;364
2011;B1001276700000;Lixo Extraordinário;Karen Harley/João Jardim/Lucy Walker;Documentário;O2 Filmes;SP; -; -;Downtown;28;405917.34;52472
2011;B1001321100000;Lope;Andrucha Waddington;Ficção;Conspiração Filmes;RJ;Teleimage;SP;Warner;25;337065.00;32790
2011;B1001259500000;Malu de Bicicleta;Flávio Ramos Tambellini;Ficção;Tambellini Filmes;RJ; -; -;Downtown/RioFilme;33;161823.59;19083
2011;B0901034700000;Mamonas para Sempre;Cláudio Kahns;Documentário;Tatu Filmes;SP; -; -;Europa;34;162100.25;20344
2011;B1001294000000;Marcha da Vida;Jessica Sanders;Documentário;Conspiração Filmes/Filmland Internacional;RJ/SP; -; -;Europa;21;37245.51;4089
2011;B1101490400000;Meu País;André Ristum;Ficção;Gullane/Sombumbo Filmes;SP/SP;Imovision ;SP;Imovision;43;450479.50;39841
2011;B1201546800000;Morro do Céu;Gustavo Spolidoro;Documentário;GusGus Cinema;RS;Abepec/Fundação Piratini - TVE RS/Gustavo Spolidoro;SP/RS;Vitrine Filmes;5;1692.00;367
2011;B1101368000000;Mulatas! Um Tufão nos Quadris;Walmor Pamplona;Documentário;Carioca Filmes;RJ; -; -;Carioca;3;1605.75;233
2011;B1001205400000;Não se Pode Viver sem Amor;Jorge Durán;Ficção;Deserto Filmes;RJ; -; -;Pandora;11;52633.87;7618
2011;B1101438800000;Não se Preocupe, Nada Vai Dar Certo;Hugo Carvana;Ficção;Mac Comunicacão;RJ;Globo Filmes/Telecine/Lereby/Teleimage;RJ/RJ/RJ/SP;Imagem;121;1256209.11;141213
2011;B1101378300000;Natimorto;Paulo Machline;Ficção;Academia de Filmes/Camisa Treze Cultural;SP; -; -;Camisa Treze;5;33071.50;3194
2011;B1001344800000;No Olho da Rua;Rogério Corrêa;Ficção;Leão Filmes;SP;Movi & Art/Cinegrama Filmes;SP/SP;Leão Filmes;6;13808.50;8141
2011;B1101373600000;O Céu Sobre os Ombros;Sérgio Borges;Ficção;Orobó Filmes;MG; -; -;Vitrine Filmes;11;30527.66;4008
2011;B1101397500000;O Filme dos Espíritos;André Marouço/Michel Dubret;Ficção;Mundo Maior Filmes;SP; -; -;Paris;160;3092649.38;320489
2011;B1101427400000;O Homem do Futuro;Cláudio Torres;Ficção;Conspiração Filmes;RJ; -; -;Paramount;291;11498810.00;1211083
2011;B1101424800000;O Mineiro e o Queijo;Helvécio Ratton;Documentário;Quimera Filmes;MG; -; -;Espaço Filmes ;9;52846.15;5166
2011;B1101456100000;O Palhaço;Selton Mello;Ficção;Bananeira Filmes;RJ; -; -;Imagem;267;11901966.45;1242880
2011;B1001318100000;O Samba que Mora em Mim;Georgia Guerra-Peixe;Documentário;Bossa Nova Films;SP;Georgia Guerra-Peixe; -;Pandora;7;16095.16;1886
2011;B1001320600000;O Último Voo do Flamingo;João Ribeiro;Ficção;Videofilmes;RJ; -; -;Videofilmes;7;14159.50;1686
2011;B1101461100000;Onde Está a Felicidade?;Carlos Alberto Riccelli;Ficção;Coração da Selva;SP;Pulsar Cinema;SP;Fox;170;1643220.39;181680
2011;B1101491200000;Os 3;Nando Olival;Ficção;Della Rosa Produções;SP;Estação Lumiére Criação, Produções Artísticas e Cinematográficas/Teleimage;SP/SP;Warner;26;207465.00;22681
2011;B1101472100000;Os Monstros;Guto Parente/Luiz Pretti/Pedro Diógenes/Ricardo Pretti;Ficção;Alumbramento;CE; -; -;Vitrine Filmes;5;2122.50;428
2011;B1101460700000;Os Residentes;Thiago Mata Machado;Ficção;Katásia Filmes;MG; -; -;Vitrine Filmes;4;5159.10;949
2011;B1001193400000;Pacific;Marcelo Pedroso;Documentário;Símio Filmes;PE; -; -;Vitrine Filmes;6;2921.50;634
2011;B1101497100000;Palavra Cantada 3D;Carlos Eduardo Magalhães/Marcelo Siqueira;Videomusical;Palavra Cantada Produções Musicais;SP; -; -;Cinemark Brasil;53;291939.00;21842
2011;B1101460100000;Ponto Final;Marcelo Taranto;Ficção;MT Filmes;RJ; -; -;Pipa;2;1741.00;193
2011;B1101435200000;Porta a Porta – a Política em Dois Tempos;Marcelo Brennand;Documentário;Zefiro Filmes;PE; -; -;Zéfiro Produções;ND;ND;ND
2011;B1101510800000;Prova de Artista;José Joffily;Documentário;Coevo Filmes;RJ; -; -;Formosa Filmes;9;11362.55;1388
2011;B1101431800000;Qualquer Gato;Tomas Portella;Ficção;Tietê Produções;RJ;Globo Filmes;RJ;Disney;206;10742238.99;1194628
2011;B1001224800000;Quebradeiras;Evaldo Mocarzel;Documentário;Casa Azul Produções;SP; -; -;Raiz Filmes;1;391.00;38
2011;B1101411000000;Quebrando o Tabu;Fernando Grostein Andrade;Documentário;Spray Filmes;SP; -; -;Espaço Filmes ;16;254802.99;24971
2011;B1101498800000;Rádio Nacional;Paulo Roscio;Documentário;Business Telecom;RJ; -; -;Business Telecom;4;3958.00;798
2011;B1001296100000;Reidy, a Construção da Utopia;Ana Maria Magalhães;Documentário;Nova Era Produções;RJ; -; -;Espaço Filmes ;11;47300.36;4320
2011;B1101443200000;Riscado;Gustavo Pizzi;Ficção;Cavideo Produções;RJ; -; -;Filmes do Estação;8;37717.05;4357
2011;B1101461600000;Rock Brasília - Era de Ouro;Vladimir Carvalho;Documentário;Ligocki Entretenimento/Vladimir Carvalho;DF;Canal Brasil;RJ;Downtown;60;340724.75;34886
2011;B1101397900000;Sequestro;Jorge Wolney Atalla;Documentário;Yukon Filmworks;SP;Midmix Entretenimento/Filmland Internacional;RJ/SP;Downtown;2;8114.00;648
2011;B1001307300000;Simples Mortais;Mauro Giuntini;Ficção;Plateau Filmes;DF;Asacine Produções;DF;Polifilmes;4;8385.00;1015
2011;B1001324700000;Solidão e Fé;Tatiana Lohmann;Documentário;Miração Filmes;SP; -; -;Miração Filmes;3;3201.59;828
2011;B1101428500000;Tancredo Neves - a Travessia;Silvio Tendler;Documentário;Intervídeo Digital;RJ; -; -;Downtown;4;26376.50;2411
2011;B0901098400000;Todo Mundo Tem Problemas Sexuais;Domingos de Oliveira;Ficção;4004 - Produções de Arte;RJ;Teatro Ilustre Produções Artísticas;RJ;Filmes do Estação;34;613486.67;70673
2011;B1001314100000;Top Models – um Conto de Fadas Brasileiro;Richard Luiz;Documentário;In-Mod Instituto Nacional de Moda e Design/Luminosidade;SP;In-Mod Instituto Nacional de Moda e Design;SP;Espaço Filmes ;9;8759.00;870
2011;B1101426200000;Trabalhar Cansa;Juliana Rojas/Marco Dutra;Ficção;Dezenove Som e Imagens;SP; -; -;Polifilmes;10;69866.25;6969
2011;B0901101100000;Transcendendo Lynch;Marcos Andrade;Documentário;Quantum Produções Artísticas;RJ; -; -;Espaço Filmes ;10;11638.00;1303
2011;B1101425400000;Transeunte;Eryk Rocha;Ficção;Videofilmes;RJ; -; -;Videofilmes;5;16757.42;2072
2011;B1101519400000;Um Assalto de Fé;Cibele Amaral;Ficção;34 Filmes/IPAM - Instituto de Pesquisa Ação e Mobilização;DF; -; -;Ab Filmes/Festival Filmes;5;43839.91;4386
2011;B1101350700000;Uma Professora Muito Maluquinha;César Rodrigues;Ficção;Diler & Associados;RJ; -; -;Downtown/RioFilme;48;537596.12;67904
2011;B1001330400000;Vips;Toniko Melo;Ficção;O2 Filmes;SP; -; -;Universal;180;5881648.00;593855
2011;B1101366300000;Vips - Histórias Reais de um Mentiroso;Mariana Caltabiano;Documentário;Mariana Caltabiano Criações;SP;Teleimage;SP;Imovision;2;10980.00;927
2011;B1001193200000;Walachai;Rejane Zilles;Documentário;Zilles Produções Culturais;RJ;Okna Produções/Artesanato Digital Produções/Traquitana Filmes;RS/RJ/RJ;Ciclorama;8;11903.08;1262
2010;B1001259800000;400 Contra 1 – A História do Comando Vermelho;Caco Souza;Ficção;Destiny;SP;Playarte Pictures/Globo Filmes;SP/RJ;Playarte;76;1078111.22;127450
2010;B1001180900000;5X Favela – Agora Por Nós Mesmos;Cacá Diegues/Cacau Amaral/Cadu Barcelos/Luciana Bezerra/Luciano Vidigal/Manaíra Carneiro/Rodrigo Felha/Wagner Novais;Ficção;Luz Mágica Produções;RJ; -; -;Sony/RioFilme;48;1365197.66;160573
2010;B0400104300000;A Alma do Osso;Cao Guimarães;Documentário;Cinco em Ponto;MG; -; -;Filmes do Rio de Janeiro;3;3955.71;453
2010;B0901007400000;A Casa Verde;Paulo Nascimento;Ficção;Accorde Filmes;RS; -; -;Accorde Audiovisuais;12;128184.94;42954
