Listagem dos Filmes Brasileiros Lançados Comercialmente em Salas de Exibição 1995 a 2018;;;;;;;;;;;;
;;;;;;;;;;;;
Ano de Lançamento;Certificado de Produto Brasileiro (CPB);Título;Direção;Gênero;Empresa Produtora Brasileira Majoritária;UF;Empresa Produtora Minoritária Brasileira;UF;Distribuidora;Máximo de Salas;Renda (R$);Público 
2010;B1001302600000;A Falta que me Faz;Marília Rocha;Documentário;Anavilhana;MG; -; -;Anavilhana;3;3304.40;387
2010;B1001236800000;A Guerra dos Vizinhos;Rubens Xavier;Ficção;XR2 Cinevídeo;SP;Cachuera!;SP;Polifilmes;8;85531.45;22754
2010;B1001283500000;A Suprema Felicidade;Arnaldo Jabor;Ficção;Ramalho Filmes;SP; -; -;Paramount;166;2121215.00;219472
2010;B0800935800000;Acácio;Marília Rocha;Documentário;Anavilhana;MG; -; -;Anavilhana;4;3375.00;431
2010;B1001330500000;Amor por Acaso;Marcio Garcia;Ficção;MGP Filmes;MG; -; -;Playarte;65;459769.41;52359
2010;B0901121200000;Antes que o Mundo Acabe;Ana Luiza Azevedo;Ficção;Casa de Cinema de Porto Alegre;RS; -; -;Imagem;13;218162.12;32297
2010;B0500378700000;Ao Sul de Setembro;Amauri Tangará;Ficção;Cia D'Artes do Brasil;MT; -; -;Polifilmes;1;1289.00;125
2010;B1001319100000;Aparecida, o Milagre;Tizuka Yamasaki;Ficção;Vitória Produções;RJ;RioFilme;RJ;Paramount;275;1830173.00;243336
2010;B1001256000000;As Cartas Psicografadas por Chico Xavier;Cristiana Grumbach;Documentário;Crisis Produtivas;RJ; -; -;Ciclorama;22;60280.74;7431
2010;B1001172500000;As Melhores Coisas do Mundo;Laís Bodanzky;Ficção;Gullane;SP;Buriti Filmes/Casa Redonda Produções;SP/SP;Warner/RioFilme;152;2257084.00;300165
2010;B1001164600000;B1 - Tenório em Pequim;Eduardo Hunter Moura/Felipe Braga;Documentário;Losbragas Produções/RT Features;RJ/SP; -; -;Espaço Filmes ;9;7002.00;679
2010;B0901126600000;Bellini e o Demônio;Marcelo Galvão;Ficção;Santa Fé Filmes;RJ; -; -;Santa Fé Filmes ;3;14122.00;1661
2010;B1001260400000;Cabeça a Prêmio;Marco Ricca;Ficção;Academia de Filmes/Ricca Produções;SP; -; -;Europa;19;93766.12;11619
2010;B0901062000000;Caro Francis;Nelson Hoineff;Documentário;Comalt - Comunicação Alternativa;RJ; -; -;Imovision;2;44117.00;3770
2010;B1001148600000;Chico Xavier;Daniel Filho;Ficção;Lereby;RJ; -; -;Sony/Downtown;392;30279855.27;3413231
2010;B1001133500000;Cidade de Plástico;Yu Lik-Wai;Ficção;Gullane;SP; -; -;Paris;2;4066.00;433
2010;B1001237700000;Cildo;Gustavo Rosa de Moura;Documentário;Matizar;RJ; -; -;Videofilmes;3;7915.00;848
2010;B1001214400000;Como Esquecer;Malu de Martino;Ficção;EH! Filmes;RJ; -; -;Europa;22;339996.14;42539
2010;B0901099400000;Depois de Ontem, Antes de Amanhã;Christine Liu;Documentário;Vega Filmes;SP; -; -;Vega Filmes;1;908.00;85
2010;B1001189100000;Doce Brasil Holandês;Monica Schmiedt;Documentário;M. Schmiedt Produções;RS; -; -;M. Schmiedt Produções;1;10253.00;2115
2010;B1001211600000;Dzi Croquettes;Raphael Alvarez/Tatiana Issa;Documentário;Tria Productions;RJ;Canal Brasil;RJ;Imovision;9;230371.21;24348
2010;B0700747100000;Elevado 3.5;João Sodré/Maíra Bühler/Paulo Pastorelo;Documentário;Primo Filmes;SP;TV Cultura/Akron/João Sodré;SP/SP;Espaço Filmes ;1;8118.00;886
2010;B0901027700000;Elza;Izabel Jaguaribe;Documentário;Pedra Corrida Produções;RJ; -; -;Gávea Filmes ;9;29704.70;4394
2010;B0901062900000;Em teu Nome;Paulo Nascimento;Ficção;Accorde Filmes;RS; -; -;Accorde Audiovisuais;16;203675.61;47413
2010;B1001147500000;Eu e Meu Guarda-Chuva;Toni Vanzolini;Ficção;Conspiração Filmes;RJ;Teleimage Productions/Casa 5;SP/SP;Fox;75;770620.00;115466
2010;B0800966100000;Federal;Erik de Castro;Ficção;Bsb Cinema;DF;RioFilme/Quanta-Rio/Limite Produções/LaboCine;RJ/RJ/RJ/RJ;Europa/RioFilme;63;992428.16;114483
2010;B1001205200000;Fluidos;Alexandre Carvalho;Ficção;ASC Audiovisual;SP; -; -;Polifilmes;1;2854.00;342
2010;B1001311400000;Grêmio 10X0;Beto Souza;Documentário;G7 Cinema;SP; -; -;G7 Cinema;2;3697.49;379
2010;B1001136000000;High School Musical - o Desafio;César Rodrigues;Ficção;Total Entertainment;RJ; -; -;Sony;206;2016382.17;301082
2010;B0901099200000;Histórias de Amor Duram apenas 90 Minutos;Paulo Halm;Ficção;Tipos e Tempos Produções;RJ; -; -;Downtown/RioFilme;12;83428.11;10153
2010;B1001166000000;Insolação;Felipe Hirsch/Daniela Thomas;Ficção;Cisma Produções;SP;Dezenove Som e Imagens/Teleimage;SP/SP;Europa;3;19860.19;2524
2010;B0700719500000;Jards Macalé - um Morcego na Porta Principal;Marco Abujamra;Documentário;Dona Rosa Filmes/Tema Eventos Culturais;RJ;Tema Eventos Culturais;RJ;Moviemobz ;4;14321.80;1588
2010;B1001318000000;José e Pilar;Miguel Gonçalves Mendes;Documentário;O2 Filmes;SP; -; -;Espaço Filmes ;20;350700.61;39628
2010;B1001182400000;Léo e Bia;Oswaldo Montenegro;Ficção;Oswaldo Montenegro Produções Artísticas;RJ; -; -;Copacabana Filmes;3;20445.40;3622
2010;B0901107200000;Lula, o Filho do Brasil;Fábio Barreto;Ficção;Filmes do Equador;RJ;Globo Filmes;RJ;Downtown/Europa;360;7066033.90;848733
2010;B1101395900000;Luto Como Mãe;Luis Carlos Nascimento;Documentário;TV Zero;RJ; -; -;TV Zero Cinema;ND;ND;ND
2010;B1001312200000;Meu Mundo em Perigo;José Eduardo Belmonte;Ficção;Anhangabau Produções;SP;José Eduardo Belmonte; -;Vitrine Filmes;6;8146.74;1389
2010;B0901023600000;Morgue Story - Sangue, Baiacu e Quadrinhos;Paulo Biscaia Filho;Ficção;Vigor Mortis;PR; -; -;Moro Comunicação;2;6908.00;1205
2010;B1001282000000;Muita Calma Nessa Hora;Felipe Joffily;Ficção;Casé Filmes/Idéias Ideais;RJ; -; -;Europa/RioFilme;178;12832975.18;1485498
2010;B0600623600000;Netto e o Domador de Cavalos;Tabajara Ruas;Ficção;Walper Ruas Produções;RS; -; -;Walper Ruas;2;21042.50;2822
2010;B1001259400000;Nosso Lar;Wagner de Assis;Ficção;Cinética Filmes;RJ;Migdal Filmes;RJ;Fox;444;36126083.00;4060304
2010;B1001203400000;O Abraço Corporativo;Ricardo Kauffman;Documentário;Idéia Forte Comunicações;SP; -; -;Idéia Forte;1;8588.00;929
2010;B0901126500000;O Amor Segundo B. Schianberg;Beto Brant;Ficção;Drama Filmes;SP; -; -;Espaço Filmes ;9;37731.20;4273
2010;B1001236300000;O Bem Amado;Guel Arraes;Ficção;Uns Produções e Filmes;RJ; -; -;Sony;157;8393618.86;955393
2010;B0700799200000;O Grão;Petrus Cariry;Ficção;Iluminura Filmes;CE; -; -;Usina Digital;5;12227.75;1805
2010;B0901113900000;O Homem que Engarrafava Nuvens;Lírio Ferreira;Documentário;Good Ju-Ju;RJ;Total Entertainment/Lereby;RJ/RJ;Espaço Filmes ;15;150684.50;19247
2010;B1001282200000;O Sol do Meio-Dia;Eliane Caffé;Ficção;Politheama Filmes;SP; -; -;Pandora;5;27540.09;3889
2010;B0901121700000;Olhos Azuis;José Joffily;Ficção;Coevo Filmes;RJ; -; -;Imagem;20;133821.87;15499
2010;B1001143200000;Os Famosos e os Duendes da Morte;Esmir Filho;Ficção;Dezenove Som e Imagens;SP;Warner;SP;Warner;10;67637.00;8328
2010;B0901090500000;Os Inquilinos;Sérgio Bianchi;Ficção;Agravo Produções Cinematográficas;SP; -; -;Pandora;9;64784.34;8662
2010;B0901059800000;Pachamama;Eryk Rocha;Documentário;Urca Filmes;RJ; -; -;Videofilmes;6;33585.00;4257
2010;B1001257100000;Programa Casé – o que a Gente não Inventa, não Existe;Estevão Ciavatta;Documentário;Pindorama Filmes;RJ; -; -;Espaço Filmes ;11;17017.00;2346
2010;B1001188500000;Quincas Berro D'Água;Sérgio Machado;Ficção;Videofilmes;RJ; -; -;Sony;110;2125919.72;273031
2010;B1001172900000;Reflexões de um Liquidificador;André Klotzel;Ficção;Brás Filmes;SP;Aurora Filmes/Electrica Cinema e Video/Secretaria Municipal de Cultura de São Paulo;SP/SP/SP;Bras Filmes;7;179521.29;25479
2010;B0700745800000;Rita Cadillac, a Lady do Povo;Toni Venturi;Documentário;Olhar Imaginário;SP; -; -;Espaço Filmes ;13;26515.10;2891
2010;B1001182000000;Segurança Nacional;Roberto Carminati;Ficção;Influência Filmes;SC; -; -;Europa;37;285368.77;37410
2010;B0901101600000;Só Dez por Cento É Mentira;Pedro Cezar;Documentário;Artezanato Eletrônico;RJ;Vite Produções/Pedro Cezar;RJ;Downtown;5;52032.00;5919
2010;B1001271700000;Soberano – Seis Vezes São Paulo;Carlos Nader/Mauricio Arruda;Documentário;G7 Cinema;SP; -; -;G7 Cinema;50;346702.85;35212
2010;B0901120600000;Solo;Ugo Giorgetti;Ficção;SP Filmes de São Paulo;SP; -; -;Espaço Filmes ;1;8970.00;986
2010;B1001160300000;Sonhos Roubados;Sandra Werneck;Ficção;Cineluz Produções;RJ; -; -;Europa;29;199563.08;28594
2010;B1001311300000;Supremacia Vermelha;Fabiano de Souza;Documentário;G7 Cinema;SP; -; -;G7 Cinema;2;5401.14;547
2010;B1001298600000;Terra Deu, Terra Come;Rodrigo Siqueira;Documentário;7 Estrelo Filmes/Tango Zulu Filmes;SP;Tango Zulu Filmes;SP;Videofilmes;3;16878.40;1897
2010;B1001162900000;Terras;Maya Da-Rin;Documentário;Cineluz Produções;RJ; -; -;Vitrine Filmes;6;6678.21;875
2010;B1001251100000;Todo Poderoso: o Filme - 100 Anos de Timão;André Garolli/Ricardo Aidar;Documentário;Canal Azul;SP; -; -;Fox;1;16505.00;1437
2010;B1001296000000;Tropa de Elite 2;José Padilha;Ficção;Zazen Produções;RJ;Feijão Filmes/Globo Filmes;SP/RJ;Zazen;763;103461153.70;11146723
2010;B1001165300000;Um Lugar ao Sol;Gabriel Mascaro;Documentário;Símio Filmes;PE; -; -;Símio Filmes;6;12990.25;2357
2010;B1001229000000;Uma Noite em 67;Renato Terra/Ricardo Calil;Documentário;Videofilmes;RJ; -; -;Videofilmes;26;760684.91;82258
2010;B1001187000000;Utopia e Barbárie;Silvio Tendler;Documentário;Caliban Produções Cinematográficas;RJ; -; -;Caliban;19;75475.23;9626
2010;B0901083500000;Viajo porque Preciso, Volto porque te Amo;Karim Aïnouz/Marcelo Gomes;Ficção;Rec Produtores Associados;PE; -; -;Espaço Filmes ;18;243332.20;26623
2010;B1001311200000;Vida sobre Rodas;Daniel Baccaro;Documentário;Goma Filmes;SP; -; -;Sony;17;35633.90;3572
2009;B0901024500000;1983.. o Ano Azul;Carlos Gerbase;Documentário;Prana Filmes;RS; -; -;Prana Filmes;2;23001.98;2313
2009;B0901028800000;23 Anos em 7 Segundos: 1977 - o Fim do Jejum Corinthiano;Di Moretti/Julio Xavier;Documentário;Canal Azul;SP; -; -;Fox;7;14936.00;1718
2009;B0901015000000;À Deriva;Heitor Dhalia;Ficção;O2 Filmes;SP; -; -;Universal;41;870171.00;94588
2009;B0900982500000;A Erva do Rato;Julio Bressane;Ficção;TB Produções;RJ;República Pureza Filmes;RJ;República Pureza;3;31690.00;3546
2009;B0800866000000;A Festa da Menina Morta;Matheus Nachtergaele;Ficção;Bananeira Filmes;RJ;Teleimage;SP;Imovision;14;131091.30;16414
2009;B0700701800000;A Ilha da Morte;Wolney Oliveira;Ficção;Bucanero Filmes;CE; -; -;Imovision;4;23390.93;2177
2009;B0901006700000;A Morte Inventada - Alienação Parental;Alan Minas;Documentário;Caraminhola Filmes;RJ;Cinerama Brasilis;RJ;Caraminhola Produções Artísticas;1;886.00;182
2009;B0901010800000;A Mulher Invisível;Cláudio Torres;Ficção;Conspiração Filmes;RJ;Globo Filmes/Lereby/YBmusic;RJ/RJ/SP;Warner;220;20500361.00;2353646
2009;B0800831900000;Adagio Sostenuto;Pompeu Aguiar;Ficção;Cassandra Filmes ;RJ; -; -;Pipa;3;9556.50;2107
2009;B0901063200000;Alô, Alô, Terezinha!;Nelson Hoineff;Documentário;Comalt - Comunicação Alternativa;RJ; -; -;Imovision;58;223512.71;26530
2009;B0700707700000;Anabazys;Joel Pizzini/Paloma Rocha;Documentário;Paloma Cinematográfica;DF; -; -;RioFilme;5;6164.50;842
2009;B0800922200000;Apenas o Fim;Matheus Souza;Ficção;Atitude Produções;RJ; -; -;Filmes do Estação;11;159035.50;24693
2009;B0900982700000;As Cantoras do Rádio;Gil Baroni;Documentário;Arte Lux Produções/Beija Flor Filmes;PR; -; -;Panda Filmes;7;13033.23;2604
2009;B0900993400000;Aventuras do Surf II;Roberto Moura;Documentário;Massangana Filmes;RJ;Globo Filmes;RJ;Universal;61;476445.00;64017
2009;B0901044600000;Batatinha Poeta do Samba;Marcelo Rabelo;Documentário;Portfolium Laboratório de Imagens;BA; -; -;Portfolium Laboratório de Imagens;1;1863.00;221
2009;B0800953500000;Bela Noite para Voar;Zelito Viana;Ficção;Caribe;RJ; -; -;Universal;20;165133.00;30983
2009;B0901080700000;Besouro;João Daniel Tikhomiroff;Ficção;Mixer Films;RJ; -; -;Sony;145;3803835.75;492659
2009;B1001132300000;BR3 - A Peça;Evaldo Mocarzel;Documentário;Casa Azul Produções;SP; -; -;Casa Azul;1;468.00;89
2009;B1001132200000;BR3 - O Documentário;Evaldo Mocarzel;Documentário;Casa Azul Produções;SP; -; -;Casa Azul;2;743.38;190
2009;B0900988600000;Budapeste;Walter Carvalho;Ficção;Nexus Cinema;SP; -; -;Imagem;40;862662.29;97542
2009;B0901061000000;Cidadão Boilesen;Chaim Litewski;Documentário;Palmares Produções e Jornalismo;RJ; -; -;Imovision;5;76670.28;7958
2009;B0901013900000;Cinderelas, Lobos e um Príncipe Encantado;Joel Zito Araújo;Documentário;Casa de Criação Cinema;RJ; -; -;Pipa;6;12004.50;3066
2009;B0901055900000;Cine Cocoricó: as Aventuras na Cidade;Fernando Gomes;Ficção;TV Cultura;SP; -; -;Moviemobz ;39;175249.03;22565
2009;B0900969800000;Contratempo - uma Valsa da Dor;Malu Mader/Mini Kerti;Documentário;Videofilmes;RJ; -; -;Videofilmes;6;11098.75;2045
2009;B0901043200000;Coração Vagabundo;Fernando Grostein Andrade;Documentário;Uns Produções e Filmes;RJ;Cine/Teleimage;SP/SP;Paramount;10;189614.00;19494
2009;B0900979600000;Corpo do Rio;Izabel Jaguaribe/Olívia Guimarães;Documentário;Jaguar Produções Artísticas;RJ; -; -;Pequena Central;2;2095.00;941
2009;B0901003500000;Divã;José Alvarenga Jr.;Ficção;Total Entertainment;RJ; -; -;Downtown/RioFilme;194;16497260.61;1866403
2009;B0901103700000;Do Começo ao Fim;Aluizio Abranches;Ficção;Hare Filmes/Pequena Central;RJ/SP;Teleimage;SP;Downtown/RioFilme;24;775401.23;86592
2009;B0901078400000;Doce de Coco;Penna Filho;Ficção;Penna Filho Produções;SC; -; -;Pandora;1;4195.00;1017
2009;B0901108700000;É Proibido Fumar;Anna Muylaert;Ficção;África Filmes/Dezenove Som e Imagens;SP; -; -;Playarte;42;411420.99;48306
2009;B0901070100000;Eliezer Batista - o Engenheiro do Brasil;Victor Lopes;Documentário;TV Zero;RJ; -; -;Espaço Filmes ;10;12646.00;1403
2009;B0800951000000;Embarque Imediato;Allan Fiterman;Ficção;Bang Filmes/Fera Produções;RJ;Hkauffmann Produção de Imagens/Peramel Produções Artísticas/Estudios Quanta/Allan Fiterman/LaboCine;RJ/SP/SP/RJ;Europa/RioFilme;76;313177.79;38099
2009;B0901091900000;Entre a Luz e a Sombra;Luciana Burlamaqui;Documentário;Zora Mídia;SP; -; -;Videofilmes;5;2603.00;341
2009;B0800956800000;Entre os Dedos;Frederico Serra/Tiago Guedes;Ficção;Plateau Produções;SP; -; -;Polifilmes;2;3596.50;624
2009;B0600605500000;Estórias de Trancoso;Augusto Sevá;Ficção;Albatroz Cinematográfica;SP;Cinecolor Brasil/Raiz Produções/Estudios Quanta/Encruzilhada Filmes;SP/SP/SP/SP;Polifilmes;1;1907.00;267
2009;B0900998600000;Fiel - o Filme;Andrea Pasquini;Documentário;G7 Cinema;SP; -; -;G7 Cinema;25;469204.82;53929
2009;B0900999100000;Filmefobia;Kiko Goifman;Ficção;Paleo TV/Plateau Produções;SP; -; -;Polifilmes;7;34555.00;5244
2009;B0901086000000;Flordelis - Basta uma Palavra para Mudar;Anderson Corrêa/Marco Antônio Ferraz;Ficção;Gospel & Gospel Produções;RJ; -; -;Serendip/Art Films;41;180751.02;21603
2009;B0800936700000;Fumando Espero;Adriana Dutra;Documentário;Inffinito;RJ; -; -;Gávea Filmes ;7;16555.50;2596
2009;B0900991000000;Garapa;José Padilha;Documentário;Zazen Produções;RJ; -; -;Downtown;5;34907.24;4701
2009;B0901035900000;Herbert de Perto;Pedro Bronz/Roberto Berliner;Documentário;TV Zero;RJ; -; -;Imagem;29;240544.49;27408
2009;B0901117100000;Hotel Atlântico;Suzana Amaral;Ficção;Planifilmes/Suzana Amaral Produções;SP;Planifilmes;SP;Espaço Filmes ;22;45119.50;6516
2009;B0901020100000;Jean Charles;Henrique Goldman;Ficção;Já Filmes;SP; -; -;Imagem;167;2454006.02;294231
2009;B0800830200000;Kfz-1348;Gabriel Mascaro/Marcelo Pedroso;Documentário;Rec Produtores Associados;PE; -; -;Rec Produtores;1;2616.00;736
2009;B0901025700000;Loki - Arnaldo Baptista;Paulo Henrique Fontenelle;Documentário;Canal Brasil;RJ; -; -;Canal Brasil;18;141466.68;15588
2009;B0800855600000;Manhã Transfigurada;Sérgio de Assis Brasil;Ficção;Milímmetros;RS; -; -;Pandora;3;10722.50;1708
2009;B0901082400000;Mesa de Bar Onde Tudo Acontece;Kleber Paredes/Marcelo Campos de Almeida/Ron Knighten/Sylvio Augusto do Rego Barros Reis;Ficção;Bossal Filmes;RJ; -; -;Mirasul;3;1061.00;104
2009;B0800888700000;Mistéryos;Beto Carminatti/Pedro Merege;Ficção;Arte Lux Produções/Beija Flor Filmes;PR; -; -;Panda Filmes;1;558.00;155
2009;B0901041200000;Moscou;Eduardo Coutinho;Documentário;Matizar/Videofilmes;RJ; -; -;Videofilmes;9;59762.00;7993
2009;B0901057200000;Nada Vai nos Separar;Saturnino Rocha;Documentário;G7 Cinema;SP; -; -;G7 Cinema;5;47118.24;5407
2009;B1101495000000;Naufrágio - Mistério e Morte na Catástrofe do Príncipe de Astúrias;Edu Sallouti;Documentário;Mastershot Produções;SP; -; -;Master Shot Produções;ND;ND;ND
2009;B0901027100000;No Meu Lugar;Eduardo Valente;Ficção;Videofilmes;RJ; -; -;Downtown/Videofilmes;14;32280.36;5447
2009;B0901029800000;O Contador de Histórias;Luiz Villaça;Ficção;Nia Filmes/Ramalho Filmes;SP; -; -;Warner;93;1118268.00;151927
2009;B0900971300000;O Diário de Sintra;Paula Gaitán;Documentário;Urca Filmes;RJ; -; -;Moviemobz/RioFilme;3;9350.00;1066
2009;B0800820600000;O Fim da Picada;Christian Saghaard;Ficção;Cinegrama Filmes;SP; -; -;Cinegrama;1;4901.00;941
2009;B0800964000000;O Grilo Feliz e os Insetos Gigantes;Rafael Ribas/Walbercy Ribas;Animação;StartAnima;SP; -; -;Fox;122;1952806.17;370466
2009;B0900987100000;O Menino da Porteira;Jeremias Moreira Filho;Ficção;Moonshot Pictures;SP;Moracy do Val; -;Sony;280;4567785.00;669287
2009;B0901024100000;O Milagre de Santa Luzia;Sergio Roizenblit;Documentário;Miração Filmes;SP; -; -;Miração Filmes;8;42103.75;6099
2009;B0901061400000;Os Normais 2;José Alvarenga Jr.;Ficção;Globo Filmes;RJ; -; -;Imagem;433;18978259.88;2202640
2009;B0800891200000;Ouro Negro;Isa Albuquerque;Ficção;Íris Cinematográfica TV;RJ; -; -;Pandora;4;16473.10;3709
2009;B0800917000000;Palavra (En)Cantada;Helena Solberg;Documentário;Marcio Debellian/Radiante Filmes;RJ; -; -;Filmes do Estação;12;261289.89;32464
2009;B0800925600000;Patativa do Assaré - Ave Poesia;Rosemberg Cariry;Documentário;Cariri Filmes;CE; -; -;Sereia Filmes;4;15193.15;2723
2009;B0800827400000;Paulo Gracindo - o Bem Amado;Gracindo Júnior;Documentário;Gracindo Filmes;RJ;Lereby/Link Digital;RJ/RJ;Filmes do Estação;8;75275.30;8968
2009;B0901002100000;Praça Saens Peña;Vinícius Reis;Ficção;Limite Produções/Vinícius Reis;RJ; -; -;Moviemobz/RioFilme;5;49112.55;5325
2009;B0901071800000;Quanto Dura o Amor?;Roberto Moreira;Ficção;Coração da Selva;SP; -; -;Pandora;9;80765.42;11015
2009;B0901072300000;Salve Geral;Sergio Rezende;Ficção;Toscana Audiovisual;RJ;Globo Filmes/Lereby;RJ/RJ;Sony/Downtown;186;2644263.52;317152
2009;B0800958700000;Se Eu Fosse Você 2;Daniel Filho;Ficção;Total Entertainment;RJ;Globo Filmes/Lereby;RJ/RJ;Fox;315;47624137.00;5787244
2009;B0901050700000;Se Nada Mais Der Certo;José Eduardo Belmonte;Ficção;34 Filmes;DF; -; -;Imovision;16;101489.36;12798
2009;B0901079200000;Sem Fio;Tristan Aronovich;Ficção;La Film - Latin American Film Institute;SP; -; -;Panda Filmes;1;1560.00;248
2009;B0901001900000;Senhores do Vento;Isabella Nicolas;Documentário;Conteúdo Filmes;RJ;Book Filmes;RJ;Youle Filmes;1;186.00;19
2009;B0901010000000;Simonal - Ninguém Sabe o Duro que Dei;Calvito Leal/Claudio Manoel/Micael Langer;Documentário;Claudio Manoel; -;Pontos de Fuga/Globo Filmes/TV Zero/Zohar Cinema;RJ/RJ/RJ/RJ;Moviemobz/RioFilme;24;689003.21;71056
2009;B0901108200000;Som e Fúria;Fernando Meirelles;Ficção;Globo Filmes;RJ; -; -;O2 Cinema;1;3034.00;591
2009;B0901022100000;Tempos de Paz;Daniel Filho;Ficção;Lereby;RJ; -; -;Downtown;52;799359.00;95792
2009;B0800925800000;Titãs - a Vida Até Parece uma Festa;Branco Mello/Oscar Rodrigues Alves;Documentário;Ciclope Empreendimentos Artisticos;SP;Casa 5/Ink/Rosa Celeste/Anna Cristina de Vilalba Martinelli e Silva/Susi Locatelli Fromer;SP/SP/SP;Moviemobz ;14;144600.42;15211
2009;B0901039400000;Topografia de um Desnudo;Teresa Aguiar;Ficção;Tao Produções;SP; -; -;T.A.O. Produções Artisticas;1;6065.00;1488
2009;B0901010400000;Um Homem de Moral;Ricardo Dias;Documentário;24 VPS Filmes;SP; -; -;Superfilmes;10;98555.50;6784
2009;B0500444500000;Um Lobisomem na Amazônia;Ivan Cardoso;Ficção;Topazio Filmes;RJ; -; -;Polifilmes/Topázio Filmes;8;5018.40;625
2009;B0901019900000;Um Romance de Geração;David França Mendes;Ficção;Cabra Vadia;RJ;O Alto Comando;RJ;Filmes do Estação;2;6184.50;793
2009;-;Vamos Subir, Leão;Marcos Luiz Bittencourt;Documentário;Canal 3;SC; -; -;Canal 3;ND;ND;ND
2009;B0901006300000;Velhas Guardas;Joatan Vilela Berbel;Documentário;MP2 Produções;RJ; -; -;Pipa;1;75.00;54
2009;B0800959100000;Verônica;Maurício Farias;Ficção;Fraiha Produções/Maurício Farias;RJ;Andrea Beltrão/Marco Ricca/Bernardo Guilherme/Quanta-Rio/Isabella Nicolas/Eduardo Feijó/Ellen Milet/Luciane Nicolino/Brian Sewell Produções Cinematográficas/Andréa Imperatore/José Augusto Cesar Wong;RJ;Europa;129;740059.02;103905
2009;B0800852600000;Waldick, Sempre no meu Coração;Patrícia Pillar;Documentário;Ânima I;RJ; -; -;Pequena Central;8;17076.50;3591
2009;B0901096800000;Xuxa em o Mistério de Feiurinha;Tizuka Yamasaki;Ficção;Playarte Pictures;SP;Conspiração Filmes/Xuxa Produções/Globo Filmes;RJ/RJ/RJ;Playarte;215;8484823.94;1307135
